rxns	lpac	nbutanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	sreticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelicacid	cinnamate	mandelicacid	coumaricacid	rosmarinicacid	salidroside	tyrosol	vanillinbetaglucoside	betaionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	adipicacid	cismuconate	itaconicacid	caffeicacid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaricacid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	betacarotene	artemisinicacid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	betaamyrin	glycyrrhetinicacid	lycopene	miltiradiene	nootkatone	squalene	taxadienalphaylacetate	valencene
draw_prot_P10963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0144730854941e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P11154	0	4.10762351078241e-06	0	1.42872747937583e-06	0	0	5.69946824690435e-06	4.62962999999537e-06	0	0	7.5915423134591e-09	0	0	0	0	0	2.11756859311137e-06	0	2.314812685185e-06	2.314812685185e-06	4.62962537037e-06	3.08641691358e-06	0	5.3235630284484e-06	2.314812685185e-06	1.30277184103208e-06	0	4.62962537037e-06	3.42946525257385e-06	4.64391903877873e-06	2.314812685185e-06	3.04745645519203e-06	0	8.88972599403517e-06	0	4.62962537037e-06	1.04828817571989e-06	0	4.56642776511424e-06	8.88990996646078e-06	0	0	0	0	0	0	0	0	0	8.88990996646079e-06	2.74115484941302e-06	4.05413841817424e-09	6.72569014404757e-09	5.05286556455399e-09	0	0	0	0	1.13852454984483e-06	0	0	0	0	0	0	0	0	6.50852170743478e-06	0	6.94444499999305e-06	0	6.94444499999305e-06	8.29219565082192e-06	4.62877382768302e-06	4.62962999999537e-06	6.94444499999306e-06	4.52344975024165e-06	0	0	0	0	0	0	0	0	6.77408404057625e-07	6.77408404057624e-07	6.27326446510016e-07	0	0	0	0	0	3.75644470112628e-07	4.17622844497424e-07	0	0	0	0	5.45829947264535e-07	0	0
draw_prot_P11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P11353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42215168515663e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P11412	0	2.96972068345903e-07	2.84418184039526e-09	0	9.65974714854829e-08	0	0	0	1.76354919133706e-09	8.52998378817253e-10	6.59820881921768e-10	2.36434383211713e-07	0	1.59982137940606e-07	3.78084848362565e-09	6.21509826799116e-09	2.24429552352187e-07	6.78014563106796e-08	1.05216728711099e-07	8.77931122068e-08	1.06166130145036e-07	7.31609268390001e-08	1.09139999683884e-06	0	0	0	1.097413902585e-07	4.32831899029182e-07	6.43853717213816e-07	0	0	1.03356815250395e-06	2.30838427508551e-07	1.05064230612099e-07	4.20369286771747e-08	3.43358006660506e-07	1.42674571577315e-07	1.18814684365621e-07	3.59558123039265e-08	1.05061664614924e-07	0	2.30838427508551e-07	1.14821225944907e-07	3.20402273927054e-08	6.06656390892877e-08	0	0	6.40215764210461e-10	1.98263955456236e-09	1.05061664614924e-07	1.23049726320116e-07	2.35444887924977e-09	3.34796383810429e-09	2.5152528330347e-09	2.50473303468868e-07	3.140498226586e-07	2.57955186593817e-07	2.5007323206561e-07	4.04388205164578e-08	3.05423041202077e-07	1.09603763527397e-09	0	0	0	0	0	0	0	3.90444893415595e-10	0	2.63379863600655e-12	0	0	0	0	0	0	8.82924134599061e-08	0	0	1.4070495173881e-09	1.59177502867573e-09	2.98497954490374e-09	1.65970627130918e-08	1.38599465584758e-07	0	0	0	1.69067665982691e-07	3.62873214313769e-09	6.95104971107877e-09	3.25862620193955e-09	2.35218397500068e-09	0	0	2.71831838476725e-09	0	1.13770816549611e-09	2.1895246955403e-08	0	0	2.19051463851183e-08
draw_prot_P11491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P11986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31708190662822e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P12683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71269133461092e-08	0	0	0	0	0	0	0	0	0	1.07193666662175e-07	3.53970559612738e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92515630206404e-08	0	4.0841151014152e-08	0	3.79331860687053e-06	4.15048732770666e-06	4.15048732770665e-06	4.13966268564008e-06	2.31322123791379e-06	4.25563856497496e-08	6.71335066758173e-08	4.4585245161664e-08	2.57464815395695e-08	4.08524474796823e-06	0	3.18794005558457e-08	2.98029938735037e-08	1.55663750113098e-08	2.99575616497768e-07	4.12376480045851e-06	4.35672061629417e-08	2.99711062686888e-07
draw_prot_P12684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9765095894386e-06	0	0	0	0	0	0	0	0	0	0	4.09197220530231e-06	0	0	0	0	0	0	0
draw_prot_P12695	0	3.52585591034349e-06	0	0	0	0	1.04717755284058e-06	0	0	0	4.34422876784472e-09	0	0	2.6997349234456e-06	0	0	1.8176548361798e-06	0	9.934815065175e-07	0	0	1.32464200869e-06	0	3.37827158336778e-06	1.986963013035e-06	0	0	0	0	1.69435649504032e-06	3.97392602607e-06	0	0	3.81541072537303e-06	0	0	7.83611062216876e-07	0	0	3.81541072537303e-06	0	0	0	0	0	0	0	0	5.38461120341575e-08	3.81541072537303e-06	1.17646091488174e-06	3.47994597497752e-09	5.77312265432334e-09	4.337222208459e-09	5.98832131751775e-10	0	0	0	9.04333155261078e-07	3.72180669630936e-06	9.92235580875122e-09	0	1.82632284489796e-08	0	1.82624822144531e-08	0	0	3.00626713337029e-06	0	7.31990976011811e-07	0	6.10334281819281e-07	2.08763708381846e-06	0	3.97392999999603e-06	6.10334281819276e-07	6.00647385524592e-06	0	0	0	3.82137770713501e-08	0	8.10684638186967e-08	7.89777616966564e-06	5.01933816372819e-06	7.65712702028724e-06	7.65712702028723e-06	6.96856042407272e-06	4.59167500361254e-06	8.44731532934947e-08	1.33258003798298e-07	8.85003787719799e-08	5.11059961661238e-08	3.51880161644667e-06	7.7686229312675e-06	6.32796570700904e-08	1.97193506265757e-08	3.08987890413607e-08	5.94648642948325e-07	7.71360624634898e-06	0	5.94917499584569e-07
draw_prot_P12709	2.50672147828194e-07	1.31173820300453e-07	1.51077082547077e-07	4.055150077712e-07	3.16279055434503e-07	4.05515405515e-07	4.05515405515e-07	4.05514999999594e-07	1.45202082579407e-07	1.43434635705461e-07	1.42168899929963e-07	1.86422330138146e-07	4.05515405515e-07	2.57724559146523e-07	1.49984681099733e-07	1.48300700122494e-07	1.98188300631941e-07	1.50561706627613e-07	1.05558512499988e-07	1.03206800984816e-07	2.74746810599644e-07	1.83469429976765e-07	6.3187946834549e-07	4.05515405515e-07	2.027572972425e-07	2.027572972425e-07	1.40677171879713e-07	5.66625193724746e-09	1.8927403178985e-07	4.05515405515e-07	3.0413594586375e-07	5.49290637236919e-07	1.92267807908055e-07	3.08457497894215e-07	1.70396011226946e-07	2.67518944383069e-08	2.73713218345208e-07	2.95754884812885e-07	3.72299177717211e-07	3.0845947327565e-07	4.05515405515e-07	1.92267807908055e-07	2.99444025410279e-07	2.74448397959618e-07	3.48796778895148e-07	1.41920635568902e-07	1.41813122102596e-07	1.43061672256526e-07	1.42475462030021e-07	3.0845947327565e-07	2.91842570332544e-07	1.49903429316432e-07	1.54117628853657e-07	1.49928631782121e-07	1.741291895981e-07	1.15397460536569e-07	1.67217456490265e-07	1.74498773928303e-07	3.14305342335085e-07	1.23366846052399e-07	1.48680028232069e-07	1.46841745921099e-07	1.48864791348685e-07	1.50906334478725e-07	1.48864480395162e-07	4.05515405515e-07	4.05515405515e-07	4.05515405515e-07	1.42877668162419e-07	4.05515405515e-07	4.05512972422565e-07	4.05515405515e-07	4.05515405515e-07	4.05515405515e-07	4.05514999999594e-07	4.05515405515e-07	4.05515405515e-07	3.23306565934857e-07	4.05514999999594e-07	2.22195914097126e-07	1.421210149283e-07	1.47871695613501e-07	1.43092700835819e-07	3.9018271161352e-07	2.77477784636383e-07	4.05515007325489e-07	4.05515007325488e-07	4.05515405515e-07	2.45377236936363e-07	1.42770826291122e-07	1.42702184310934e-07	1.43261211855839e-07	1.42051176399225e-07	4.05515405515e-07	4.05515007325489e-07	1.4239040897985e-07	1.48297245451923e-07	1.41955155092534e-07	1.54739050072026e-07	4.05515405515e-07	1.55226802253183e-07	1.54745146775037e-07
draw_prot_P12945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.94245326396563e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40127702249052e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P13663	0	1.29851202725388e-06	0	4.5165283789221e-07	0	0	7.08036214629369e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19369275887593e-07	0	4.11835432314392e-07	0	1.46352853647e-06	1.08413097398699e-06	4.22022380280727e-07	0	9.6336941523776e-07	0	0	0	1.46352853647e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91507982006276e-08	0	0	0	0	0	0	0	0	4.75166716127143e-07	0	0	0	0	9.26254224436079e-07	1.4632593447055e-06	0	0	1.42996403880465e-06	0	0	0	0	0	0	0	0	2.14144007532018e-07	2.14144007532017e-07	1.98311976175376e-07	0	0	0	0	0	1.18749651990318e-07	1.32019958745583e-07	0	0	0	0	1.72549102783606e-07	0	0
draw_prot_P13711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89191254506114e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06199944302498e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P14020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24860784994006e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P14065	0	0	0	0.000167102569611392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002707382292615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285500974416355	0	0	0	0	0	0	0	0	0	0	5.4141958893935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0010351838178178	0	0.000748379021331768	0.000748379021331767	0.000649675156106588	0	0	0	0	0	0.000155089912871944	0.000861292755109231	0	0	0	0	0.000805990067415487	0	0
draw_prot_P14180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P14540	5.28339852831352e-06	4.69216686089136e-06	0	8.54701016379302e-06	4.18101774036599e-06	8.54701854701e-06	8.54701854701e-06	8.54700999999145e-06	0	0	0	0	8.54701854701e-06	4.47507482983634e-09	0	0	5.6338063950443e-06	3.61342713867505e-06	2.90773294119796e-06	2.74508229378901e-06	6.47986418948684e-06	4.341805172697e-06	0	8.54701854701e-06	4.273500726495e-06	4.273500726495e-06	2.49020905004036e-06	2.92861860280516e-06	1.89462897956453e-07	8.54701854701e-06	6.4102510897425e-06	0	2.47748539264479e-06	7.18323026624122e-06	3.86425485121867e-06	2.79233035123151e-06	3.07435980764292e-06	3.78170717734289e-06	8.08028510186745e-06	7.18325524722325e-06	5.15911094062133e-06	2.47748539264479e-06	3.8534817126542e-06	0	0	0	0	0	0	7.18325524722325e-06	4.37466451983178e-06	0	0	0	5.29574497915365e-06	0	5.1986262503109e-06	5.30093811375383e-06	6.15262477586278e-06	0	0	0	0	0	0	3.95735473303544e-06	3.86546205786674e-06	8.54701854701e-06	0	8.54701854701e-06	8.54698435893578e-06	8.54701854701e-06	8.54701854701e-06	8.54701854701e-06	8.54700999999145e-06	8.54701854701e-06	8.54701854701e-06	0	8.54700999999145e-06	0	0	0	0	8.33157172594974e-06	0	8.54701015439879e-06	8.54701015439878e-06	0	0	0	0	0	0	0	8.5470101543988e-06	0	0	0	0	1.3577203483885e-06	0	0
draw_prot_P14742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P14843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P14904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15019	0	0	1.38783508598534e-06	0	0	0	0	0	1.32503312009176e-06	1.3095552407161e-06	1.29898076947677e-06	2.36761372145332e-06	0	2.80188335542666e-06	1.36985873121606e-06	1.36877988345958e-06	0	0	0	0	0	0	5.69170822780639e-06	0	0	0	1.02880452675e-07	0	0	0	0	4.44522784526554e-06	0	0	0	0	0	0	0	0	0	0	0	2.23629232106193e-06	2.67381821507365e-06	1.2962071882829e-06	1.29522523292945e-06	1.30362769626025e-06	1.30685065816864e-06	0	3.8490354811206e-07	1.37303562856831e-06	1.41253845077734e-06	1.37417510316913e-06	0	1.93720952088454e-06	0	0	0	1.98573417576369e-06	1.35486037058059e-06	1.33698778427839e-06	1.35395664287249e-06	1.37108065611268e-06	1.35395403466313e-06	0	0	0	1.30165376579447e-06	0	0	0	0	0	0	0	0	3.20118105472154e-06	0	1.96904191752444e-06	1.30199456391914e-06	1.33712982197374e-06	1.31530712400903e-06	0	2.92409762838321e-06	0	0	3.7037037037e-06	2.71660298024296e-06	1.31417785662518e-06	1.32289475453049e-06	1.31761580530985e-06	1.30401484237122e-06	3.7037037037e-06	0	1.30814289554187e-06	1.35444683422386e-06	1.29972220516734e-06	1.47486104953273e-06	3.11535890776242e-06	1.41773672368497e-06	1.47494457427602e-06
draw_prot_P15179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8904149581198e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09461759315723e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58435185661573e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55284717555812e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04900934633786e-11	0	0	0	0	0	0	0	0	0	5.52696660875229e-11	1.8250923999331e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44466179494792e-12	0	1.57934478510016e-11	2.05148603536641e-09	1.95585671517385e-09	2.14001494533995e-09	3.21002241800992e-09	3.20165054720123e-09	1.78906510133174e-09	2.19423152317961e-11	3.46144190491266e-11	2.29884067710976e-11	1.32750327694753e-11	2.10637549900777e-09	2.11105333646896e-09	1.64372008035222e-11	1.15249452539132e-11	6.01958382331261e-12	1.54462896991638e-10	2.12623665783463e-09	1.68476250414644e-11	1.54532733819489e-10
draw_prot_P15624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70295873171879e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70295873171879e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48998107513857e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P15807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draw_prot_P16120	0	6.0406233318839e-08	0	2.10107000414394e-08	0	0	3.29375468855223e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02049664416854e-08	0	1.91584110822288e-08	0	0	5.04333168952886e-08	1.9632303616719e-08	0	4.48155399778271e-08	0	0	0	6.80827319171999e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21686604561143e-09	0	0	0	0	0	0	0	0	2.21045557663601e-08	0	0	0	0	4.30889569133784e-08	6.80702092295448e-08	0	0	6.65213256039365e-08	0	0	0	0	0	0	0	0	9.96188915567215e-09	9.96188915567214e-09	9.22538971633848e-09	0	0	0	0	0	5.52418386129864e-09	6.14151294970639e-09	0	0	0	0	8.0269116827094e-09	0	0
draw_prot_P16140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
